,公司代码,公司简称,公司全称,A股代码,A股简称,A股上市日期,城市
24,002025,航天电器,贵州航天电器股份有限公司,002025,航天电器,2004年7月26日,贵州贵阳市
25,002026,山东威达,山东威达机械股份有限公司,002026,山东威达,2004年7月27日,山东威海市
26,002027,七喜控股,七喜控股股份有限公司,002027,七喜控股,2004年8月4日,广东广州市
27,002028,思源电气,思源电气股份有限公司,002028,思源电气,2004年8月5日,上海市
28,002029,七匹狼,福建七匹狼实业股份有限公司,002029,七匹狼,2004年8月6日,福建泉州市
29,002030,达安基因,中山大学达安基因股份有限公司,002030,达安基因,2004年8月9日,广东广州市
30,002031,巨轮智能,巨轮智能装备股份有限公司,002031,巨轮智能,2004年8月16日,广东揭阳市
31,002032,苏泊尔,浙江苏泊尔股份有限公司,002032,苏泊尔,2004年8月17日,浙江台州市
32,002033,丽江旅游,丽江玉龙旅游股份有限公司,002033,丽江旅游,2004年8月25日,云南丽江地区
33,002034,美欣达,浙江美欣达印染集团股份有限公司,002034,美欣达,2004年8月26日,浙江湖州市
34,002035,华帝股份,华帝股份有限公司,002035,华帝股份,2004年9月1日,广东中山市
35,002036,联创电子,联创电子科技股份有限公司,002036,联创电子,2004年9月3日,浙江宁波市
36,002037,久联发展,贵州久联民爆器材发展股份有限公司,002037,久联发展,2004年9月8日,贵州贵阳市
37,002038,双鹭药业,北京双鹭药业股份有限公司,002038,双鹭药业,2004年9月9日,北京市
38,002039,黔源电力,贵州黔源电力股份有限公司,002039,黔源电力,2005年3月3日,贵州贵阳市
39,002040,南京港,南京港股份有限公司,002040,南京港,2005年3月25日,江苏南京市
40,002041,登海种业,山东登海种业股份有限公司,002041,登海种业,2005年4月18日,山东烟台市
41,002042,华孚色纺,华孚色纺股份有限公司,002042,华孚色纺,2005年4月27日,安徽淮北市
42,002043,兔宝宝,德华兔宝宝装饰新材股份有限公司,002043,兔宝宝,2005年5月10日,浙江湖州市
43,002044,美年健康,美年大健康产业控股股份有限公司,002044,美年健康,2005年5月18日,江苏南通市
44,002045,国光电器,国光电器股份有限公司,002045,国光电器,2005年5月23日,广东广州市
45,002046,轴研科技,洛阳轴研科技股份有限公司,002046,轴研科技,2005年5月26日,河南洛阳市
46,002047,宝鹰股份,深圳市宝鹰建设控股集团股份有限公司,002047,宝鹰股份,2005年5月31日,广东深圳市
47,002048,宁波华翔,宁波华翔电子股份有限公司,002048,宁波华翔,2005年6月3日,浙江宁波市
48,002049,紫光国芯,紫光国芯股份有限公司,002049,紫光国芯,2005年6月6日,河北唐山市
49,002050,三花股份,浙江三花股份有限公司,002050,三花股份,2005年6月7日,浙江绍兴市
50,002051,中工国际,中工国际工程股份有限公司,002051,中工国际,2006年6月19日,北京市
51,002052,同洲电子,深圳市同洲电子股份有限公司,002052,同洲电子,2006年6月27日,广东深圳市
52,002053,云南盐化,云南盐化股份有限公司,002053,云南盐化,2006年6月27日,云南昆明市
53,002054,德美化工,广东德美精细化工股份有限公司,002054,德美化工,2006年7月25日,广东佛山市
54,002055,得润电子,深圳市得润电子股份有限公司,002055,得润电子,2006年7月25日,广东深圳市
55,002056,横店东磁,横店集团东磁股份有限公司,002056,横店东磁,2006年8月2日,浙江金华市
56,002057,中钢天源,中钢集团安徽天源科技股份有限公司,002057,中钢天源,2006年8月2日,安徽马鞍山市
57,002058,威尔泰,上海威尔泰工业自动化股份有限公司,002058,威尔泰,2006年8月2日,上海市
58,002059,云南旅游,云南旅游股份有限公司,002059,云南旅游,2006年8月10日,云南昆明市
59,002060,粤水电,广东水电二局股份有限公司,002060,粤水电,2006年8月10日,广东广州市
60,002061,*ST江化,浙江江山化工股份有限公司,002061,*ST江化,2006年8月16日,浙江衢州市
61,002062,宏润建设,宏润建设集团股份有限公司,002062,宏润建设,2006年8月16日,浙江宁波市
62,002063,远光软件,远光软件股份有限公司,002063,远光软件,2006年8月23日,广东珠海市
63,002064,华峰氨纶,浙江华峰氨纶股份有限公司,002064,华峰氨纶,2006年8月23日,浙江温州市
64,002065,东华软件,东华软件股份公司,002065,东华软件,2006年8月23日,北京市
65,002066,瑞泰科技,瑞泰科技股份有限公司,002066,瑞泰科技,2006年8月23日,北京市
66,002067,景兴纸业,浙江景兴纸业股份有限公司,002067,景兴纸业,2006年9月15日,浙江嘉兴市
67,002068,黑猫股份,江西黑猫炭黑股份有限公司,002068,黑猫股份,2006年9月15日,江西景德镇市
68,002069,獐子岛,獐子岛集团股份有限公司,002069,獐子岛,2006年9月28日,辽宁大连市
69,002070,众和股份,福建众和股份有限公司,002070,众和股份,2006年10月12日,福建莆田市
70,002071,长城影视,长城影视股份有限公司,002071,长城影视,2006年10月12日,江苏苏州市
71,002072,凯瑞德,凯瑞德控股股份有限公司,002072,凯瑞德,2006年10月18日,山东德州市
72,002073,软控股份,软控股份有限公司,002073,软控股份,2006年10月18日,山东青岛市
73,002074,国轩高科,国轩高科股份有限公司,002074,国轩高科,2006年10月18日,江苏南通市
74,002075,沙钢股份,江苏沙钢股份有限公司,002075,沙钢股份,2006年10月25日,江苏苏州市
75,002076,雪莱特,广东雪莱特光电科技股份有限公司,002076,雪莱特,2006年10月25日,广东佛山市
76,002077,大港股份,江苏大港股份有限公司,002077,大港股份,2006年11月16日,江苏镇江市
77,002078,太阳纸业,山东太阳纸业股份有限公司,002078,太阳纸业,2006年11月16日,山东济宁市
78,002079,苏州固锝,苏州固锝电子股份有限公司,002079,苏州固锝,2006年11月16日,江苏苏州市
79,002080,中材科技,中材科技股份有限公司,002080,中材科技,2006年11月20日,江苏南京市
80,002081,金螳螂,苏州金螳螂建筑装饰股份有限公司,002081,金螳螂,2006年11月20日,江苏苏州市
81,002082,栋梁新材,浙江栋梁新材股份有限公司,002082,栋梁新材,2006年11月20日,浙江湖州市
82,002083,孚日股份,孚日集团股份有限公司,002083,孚日股份,2006年11月24日,山东潍坊市
83,002084,海鸥卫浴,广州海鸥卫浴用品股份有限公司,002084,海鸥卫浴,2006年11月24日,广东广州市
84,002085,万丰奥威,浙江万丰奥威汽轮股份有限公司,002085,万丰奥威,2006年11月28日,浙江绍兴市
85,002086,东方海洋,山东东方海洋科技股份有限公司,002086,东方海洋,2006年11月28日,山东烟台市
86,002087,新野纺织,河南新野纺织股份有限公司,002087,新野纺织,2006年11月30日,河南南阳市
87,002088,鲁阳节能,山东鲁阳节能材料股份有限公司,002088,鲁阳节能,2006年11月30日,山东淄博市
88,002089,新海宜,苏州新海宜通信科技股份有限公司,002089,新海宜,2006年11月30日,江苏苏州市
89,002090,金智科技,江苏金智科技股份有限公司,002090,金智科技,2006年12月8日,江苏南京市
90,002091,江苏国泰,江苏国泰国际集团国贸股份有限公司,002091,江苏国泰,2006年12月8日,江苏苏州市
91,002092,中泰化学,新疆中泰化学股份有限公司,002092,中泰化学,2006年12月8日,新疆乌鲁木齐市
92,002093,国脉科技,国脉科技股份有限公司,002093,国脉科技,2006年12月15日,福建福州市
93,002094,青岛金王,青岛金王应用化学股份有限公司,002094,青岛金王,2006年12月15日,山东青岛市
94,002095,生意宝,浙江网盛生意宝股份有限公司,002095,生意宝,2006年12月15日,浙江杭州市
95,002096,南岭民爆,湖南南岭民用爆破器材股份有限公司,002096,南岭民爆,2006年12月22日,湖南永州市
96,002097,山河智能,山河智能装备股份有限公司,002097,山河智能,2006年12月22日,湖南长沙市
97,002098,浔兴股份,福建浔兴拉链科技股份有限公司,002098,浔兴股份,2006年12月22日,福建泉州市
98,002099,海翔药业,浙江海翔药业股份有限公司,002099,海翔药业,2006年12月26日,浙江台州市
99,002100,天康生物,新疆天康畜牧生物技术股份有限公司,002100,天康生物,2006年12月26日,新疆乌鲁木齐市
100,002101,广东鸿图,广东鸿图科技股份有限公司,002101,广东鸿图,2006年12月29日,广东肇庆市
101,002102,冠福股份,福建冠福现代家用股份有限公司,002102,冠福股份,2006年12月29日,福建泉州市
102,002103,广博股份,广博集团股份有限公司,002103,广博股份,2007年1月10日,浙江宁波市
103,002104,恒宝股份,恒宝股份有限公司,002104,恒宝股份,2007年1月10日,江苏镇江市
104,002105,信隆实业,深圳信隆实业股份有限公司,002105,信隆实业,2007年1月12日,广东深圳市
105,002106,莱宝高科,深圳莱宝高科技股份有限公司,002106,莱宝高科,2007年1月12日,广东深圳市
106,002107,沃华医药,山东沃华医药科技股份有限公司,002107,沃华医药,2007年1月24日,山东潍坊市
107,002108,沧州明珠,沧州明珠塑料股份有限公司,002108,沧州明珠,2007年1月24日,河北沧州市
108,002109,*ST兴化,陕西兴化化学股份有限公司,002109,*ST兴化,2007年1月26日,陕西咸阳市
109,002110,三钢闽光,福建三钢闽光股份有限公司,002110,三钢闽光,2007年1月26日,福建三明市
110,002111,威海广泰,威海广泰空港设备股份有限公司,002111,威海广泰,2007年1月26日,山东威海市
111,002112,三变科技,三变科技股份有限公司,002112,三变科技,2007年2月8日,浙江台州市
112,002113,天润控股,湖南天润实业控股股份有限公司,002113,天润控股,2007年2月8日,湖南岳阳市
113,002114,罗平锌电,云南罗平锌电股份有限公司,002114,罗平锌电,2007年2月15日,云南曲靖市
114,002115,三维通信,三维通信股份有限公司,002115,三维通信,2007年2月15日,浙江杭州市
115,002116,中国海诚,中国海诚工程科技股份有限公司,002116,中国海诚,2007年2月15日,上海市
116,002117,东港股份,东港股份有限公司,002117,东港股份,2007年3月2日,山东济南市
117,002118,紫鑫药业,吉林紫鑫药业股份有限公司,002118,紫鑫药业,2007年3月2日,吉林通化市
118,002119,康强电子,宁波康强电子股份有限公司,002119,康强电子,2007年3月2日,浙江宁波市
119,002120,新海股份,宁波新海电气股份有限公司,002120,新海股份,2007年3月6日,浙江宁波市
120,002121,科陆电子,深圳市科陆电子科技股份有限公司,002121,科陆电子,2007年3月6日,广东深圳市
121,002122,天马股份,天马轴承集团股份有限公司,002122,天马股份,2007年3月28日,浙江杭州市
122,002123,荣信股份,荣信电力电子股份有限公司,002123,荣信股份,2007年3月28日,辽宁鞍山市
123,002124,天邦股份,宁波天邦股份有限公司,002124,天邦股份,2007年4月3日,浙江宁波市
124,002125,湘潭电化,湘潭电化科技股份有限公司,002125,湘潭电化,2007年4月3日,湖南湘潭市
125,002126,银轮股份,浙江银轮机械股份有限公司,002126,银轮股份,2007年4月18日,浙江台州市
126,002127,新民科技,江苏新民纺织科技股份有限公司,002127,新民科技,2007年4月18日,江苏苏州市
127,002128,露天煤业,内蒙古霍林河露天煤业股份有限公司,002128,露天煤业,2007年4月18日,内蒙古通辽市
128,002129,中环股份,天津中环半导体股份有限公司,002129,中环股份,2007年4月20日,天津市
129,002130,沃尔核材,深圳市沃尔核材股份有限公司,002130,沃尔核材,2007年4月20日,广东深圳市
130,002131,利欧股份,利欧集团股份有限公司,002131,利欧股份,2007年4月27日,浙江台州市
131,002132,恒星科技,河南恒星科技股份有限公司,002132,恒星科技,2007年4月27日,河南郑州市
132,002133,广宇集团,广宇集团股份有限公司,002133,广宇集团,2007年4月27日,浙江杭州市
133,002134,天津普林,天津普林电路股份有限公司,002134,天津普林,2007年5月16日,天津市
134,002135,东南网架,浙江东南网架股份有限公司,002135,东南网架,2007年5月30日,浙江杭州市
135,002136,安纳达,安徽安纳达钛业股份有限公司,002136,安纳达,2007年5月30日,安徽铜陵市
136,002137,麦达数字,深圳市麦达数字股份有限公司,002137,麦达数字,2007年6月13日,广东深圳市
137,002138,顺络电子,深圳顺络电子股份有限公司,002138,顺络电子,2007年6月13日,广东深圳市
138,002139,拓邦股份,深圳拓邦股份有限公司,002139,拓邦股份,2007年6月29日,广东深圳市
139,002140,东华科技,东华工程科技股份有限公司,002140,东华科技,2007年7月12日,安徽合肥市
140,002141,蓉胜超微,广东蓉胜超微线材股份有限公司,002141,蓉胜超微,2007年7月20日,广东珠海市
141,002142,宁波银行,宁波银行股份有限公司,002142,宁波银行,2007年7月19日,浙江宁波市
142,002143,印纪传媒,印纪娱乐传媒股份有限公司,002143,印纪传媒,2007年7月20日,四川遂宁市
143,002144,宏达高科,宏达高科控股股份有限公司,002144,宏达高科,2007年8月3日,浙江嘉兴市
144,002145,中核钛白,中核华原钛白股份有限公司,002145,中核钛白,2007年8月3日,甘肃嘉峪关市
145,002146,荣盛发展,荣盛房地产发展股份有限公司,002146,荣盛发展,2007年8月8日,河北廊坊市
146,002147,方圆支承,马鞍山方圆回转支承股份有限公司,002147,方圆支承,2007年8月8日,安徽马鞍山市
147,002148,北纬通信,北京北纬通信科技股份有限公司,002148,北纬通信,2007年8月10日,北京市
148,002149,西部材料,西部金属材料股份有限公司,002149,西部材料,2007年8月10日,陕西西安市
149,002150,通润装备,江苏通润装备科技股份有限公司,002150,通润装备,2007年8月10日,江苏苏州市
150,002151,北斗星通,北京北斗星通导航技术股份有限公司,002151,北斗星通,2007年8月13日,北京市
151,002152,广电运通,广州广电运通金融电子股份有限公司,002152,广电运通,2007年8月13日,广东广州市
152,002153,石基信息,北京中长石基信息技术股份有限公司,002153,石基信息,2007年8月13日,北京市
153,002154,报喜鸟,浙江报喜鸟服饰股份有限公司,002154,报喜鸟,2007年8月16日,浙江温州市
154,002155,湖南黄金,湖南黄金股份有限公司,002155,湖南黄金,2007年8月16日,湖南怀化市
155,002156,通富微电,南通富士通微电子股份有限公司,002156,通富微电,2007年8月16日,江苏南通市
156,002157,正邦科技,江西正邦科技股份有限公司,002157,正邦科技,2007年8月17日,江西南昌市
157,002158,汉钟精机,上海汉钟精机股份有限公司,002158,汉钟精机,2007年8月17日,上海市
158,002159,三特索道,武汉三特索道集团股份有限公司,002159,三特索道,2007年8月17日,湖北武汉市
159,002160,常铝股份,江苏常铝铝业股份有限公司,002160,常铝股份,2007年8月21日,江苏苏州市
160,002161,远望谷,深圳市远望谷信息技术股份有限公司,002161,远望谷,2007年8月21日,广东深圳市
161,002162,悦心健康,上海悦心健康集团股份有限公司,002162,悦心健康,2007年8月23日,上海市
162,002163,中航三鑫,中航三鑫股份有限公司,002163,中航三鑫,2007年8月23日,广东深圳市
163,002164,宁波东力,宁波东力股份有限公司,002164,宁波东力,2007年8月23日,浙江宁波市
164,002165,红宝丽,红宝丽集团股份有限公司,002165,红宝丽,2007年9月13日,江苏南京市
165,002166,莱茵生物,桂林莱茵生物科技股份有限公司,002166,莱茵生物,2007年9月13日,广西桂林市
166,002167,东方锆业,广东东方锆业科技股份有限公司,002167,东方锆业,2007年9月13日,广东汕头市
167,002168,深圳惠程,深圳市惠程电气股份有限公司,002168,深圳惠程,2007年9月19日,广东深圳市
168,002169,智光电气,广州智光电气股份有限公司,002169,智光电气,2007年9月19日,广东广州市
169,002170,芭田股份,深圳市芭田生态工程股份有限公司,002170,芭田股份,2007年9月19日,广东深圳市
170,002171,楚江新材,安徽楚江科技新材料股份有限公司,002171,楚江新材,2007年9月21日,安徽芜湖市
171,002172,澳洋科技,江苏澳洋科技股份有限公司,002172,澳洋科技,2007年9月21日,江苏苏州市
172,002173,千足珍珠,千足珍珠集团股份有限公司,002173,千足珍珠,2007年9月25日,浙江绍兴市
173,002174,游族网络,游族网络股份有限公司,002174,游族网络,2007年9月25日,福建泉州市
174,002175,东方网络,东方时代网络传媒股份有限公司,002175,东方网络,2007年10月12日,广西桂林市
175,002176,江特电机,江西特种电机股份有限公司,002176,江特电机,2007年10月12日,江西宜春市
176,002177,御银股份,广州御银科技股份有限公司,002177,御银股份,2007年11月1日,广东广州市
177,002178,延华智能,上海延华智能科技(集团)股份有限公司,002178,延华智能,2007年11月1日,上海市
178,002179,中航光电,中航光电科技股份有限公司,002179,中航光电,2007年11月1日,河南洛阳市
179,002180,艾派克,珠海艾派克科技股份有限公司,002180,艾派克,2007年11月13日,广东珠海市
180,002181,粤传媒,广东广州日报传媒股份有限公司,002181,粤传媒,2007年11月16日,广东广州市
181,002182,云海金属,南京云海特种金属股份有限公司,002182,云海金属,2007年11月13日,江苏南京市
182,002183,怡亚通,深圳市怡亚通供应链股份有限公司,002183,怡亚通,2007年11月13日,广东深圳市
183,002184,海得控制,上海海得控制系统股份有限公司,002184,海得控制,2007年11月16日,上海市
184,002185,华天科技,天水华天科技股份有限公司,002185,华天科技,2007年11月20日,甘肃天水市
185,002186,全聚德,中国全聚德(集团)股份有限公司,002186,全聚德,2007年11月20日,北京市
186,002187,广百股份,广州市广百股份有限公司,002187,广百股份,2007年11月22日,广东广州市
187,002188,巴士在线,巴士在线股份有限公司,002188,巴士在线,2007年11月22日,浙江嘉兴市
188,002189,利达光电,利达光电股份有限公司,002189,利达光电,2007年12月3日,河南南阳市
189,002190,成飞集成,四川成飞集成科技股份有限公司,002190,成飞集成,2007年12月3日,四川成都市
190,002191,劲嘉股份,深圳劲嘉彩印集团股份有限公司,002191,劲嘉股份,2007年12月5日,广东深圳市
191,002192,融捷股份,融捷股份有限公司,002192,融捷股份,2007年12月5日,广东广州市
192,002193,山东如意,山东济宁如意毛纺织股份有限公司,002193,山东如意,2007年12月7日,山东济宁市
193,002194,武汉凡谷,武汉凡谷电子技术股份有限公司,002194,武汉凡谷,2007年12月7日,湖北武汉市
194,002195,二三四五,上海二三四五网络控股集团股份有限公司,002195,二三四五,2007年12月12日,上海市
195,002196,方正电机,浙江方正电机股份有限公司,002196,方正电机,2007年12月12日,浙江丽水市
196,002197,证通电子,深圳市证通电子股份有限公司,002197,证通电子,2007年12月18日,广东深圳市
197,002198,嘉应制药,广东嘉应制药股份有限公司,002198,嘉应制药,2007年12月18日,广东梅州市
198,002199,东晶电子,浙江东晶电子股份有限公司,002199,东晶电子,2007年12月21日,浙江金华市
199,002200,云投生态,云南云投生态环境科技股份有限公司,002200,云投生态,2007年12月21日,云南昆明市
200,002201,九鼎新材,江苏九鼎新材料股份有限公司,002201,九鼎新材,2007年12月26日,江苏南通市
201,002202,金风科技,新疆金风科技股份有限公司,002202,金风科技,2007年12月26日,新疆乌鲁木齐市
202,002203,海亮股份,浙江海亮股份有限公司,002203,海亮股份,2008年1月16日,浙江绍兴市
203,002204,大连重工,大连华锐重工集团股份有限公司,002204,大连重工,2008年1月16日,辽宁大连市
204,002205,国统股份,新疆国统管道股份有限公司,002205,国统股份,2008年1月23日,新疆乌鲁木齐市
205,002206,海利得,浙江海利得新材料股份有限公司,002206,海利得,2008年1月23日,浙江嘉兴市
206,002207,准油股份,新疆准东石油技术股份有限公司,002207,准油股份,2008年1月28日,新疆乌鲁木齐市
207,002208,合肥城建,合肥城建发展股份有限公司,002208,合肥城建,2008年1月28日,安徽合肥市
208,002209,达意隆,广州达意隆包装机械股份有限公司,002209,达意隆,2008年1月30日,广东广州市
209,002210,飞马国际,深圳市飞马国际供应链股份有限公司,002210,飞马国际,2008年1月30日,广东深圳市
210,002211,宏达新材,江苏宏达新材料股份有限公司,002211,宏达新材,2008年2月1日,江苏镇江市
211,002212,南洋股份,广东南洋电缆集团股份有限公司,002212,南洋股份,2008年2月1日,广东汕头市
212,002213,特尔佳,深圳市特尔佳科技股份有限公司,002213,特尔佳,2008年2月1日,广东深圳市
213,002214,大立科技,浙江大立科技股份有限公司,002214,大立科技,2008年2月18日,浙江杭州市
214,002215,诺普信,深圳诺普信农化股份有限公司,002215,诺普信,2008年2月18日,广东深圳市
215,002216,三全食品,三全食品股份有限公司,002216,三全食品,2008年2月20日,河南郑州市
216,002217,合力泰,合力泰科技股份有限公司,002217,合力泰,2008年2月20日,山东淄博市
217,002218,拓日新能,深圳市拓日新能源科技股份有限公司,002218,拓日新能,2008年2月28日,广东深圳市
218,002219,恒康医疗,恒康医疗集团股份有限公司,002219,恒康医疗,2008年3月6日,甘肃陇南市
219,002220,天宝股份,大连天宝绿色食品股份有限公司,002220,天宝股份,2008年2月28日,辽宁大连市
220,002221,东华能源,东华能源股份有限公司,002221,东华能源,2008年3月6日,江苏苏州市
221,002222,福晶科技,福建福晶科技股份有限公司,002222,福晶科技,2008年3月19日,福建福州市
222,002223,鱼跃医疗,江苏鱼跃医疗设备股份有限公司,002223,鱼跃医疗,2008年4月18日,江苏镇江市
223,002224,三力士,三力士股份有限公司,002224,三力士,2008年4月25日,浙江绍兴市
224,002225,濮耐股份,濮阳濮耐高温材料（集团）股份有限公司,002225,濮耐股份,2008年4月25日,河南濮阳市
225,002226,江南化工,安徽江南化工股份有限公司,002226,江南化工,2008年5月6日,安徽宣城市
226,002227,奥特迅,深圳奥特迅电力设备股份有限公司,002227,奥特迅,2008年5月6日,广东深圳市
227,002228,合兴包装,厦门合兴包装印刷股份有限公司,002228,合兴包装,2008年5月8日,福建厦门市
228,002229,鸿博股份,鸿博股份有限公司,002229,鸿博股份,2008年5月8日,福建福州市
229,002230,科大讯飞,科大讯飞股份有限公司,002230,科大讯飞,2008年5月12日,安徽合肥市
230,002231,奥维通信,奥维通信股份有限公司,002231,奥维通信,2008年5月12日,辽宁沈阳市
231,002232,启明信息,启明信息技术股份有限公司,002232,启明信息,2008年5月9日,吉林长春市
232,002233,塔牌集团,广东塔牌集团股份有限公司,002233,塔牌集团,2008年5月16日,广东梅州市
233,002234,民和股份,山东民和牧业股份有限公司,002234,民和股份,2008年5月16日,山东烟台市
234,002235,安妮股份,厦门安妮股份有限公司,002235,安妮股份,2008年5月16日,福建厦门市
235,002236,大华股份,浙江大华技术股份有限公司,002236,大华股份,2008年5月20日,浙江杭州市
236,002237,恒邦股份,山东恒邦冶炼股份有限公司,002237,恒邦股份,2008年5月20日,山东烟台市
237,002238,天威视讯,深圳市天威视讯股份有限公司,002238,天威视讯,2008年5月26日,广东深圳市
238,002239,奥特佳,奥特佳新能源科技股份有限公司,002239,奥特佳,2008年5月22日,江苏南通市
239,002240,威华股份,广东威华股份有限公司,002240,威华股份,2008年5月23日,广东梅州市
240,002241,歌尔声学,歌尔声学股份有限公司,002241,歌尔声学,2008年5月22日,山东潍坊市
241,002242,九阳股份,九阳股份有限公司,002242,九阳股份,2008年5月28日,山东济南市
242,002243,通产丽星,深圳市通产丽星股份有限公司,002243,通产丽星,2008年5月28日,广东深圳市
243,002244,滨江集团,杭州滨江房产集团股份有限公司,002244,滨江集团,2008年5月29日,浙江杭州市
244,002245,澳洋顺昌,江苏澳洋顺昌股份有限公司,002245,澳洋顺昌,2008年6月5日,江苏苏州市
245,002246,北化股份,四川北方硝化棉股份有限公司,002246,北化股份,2008年6月5日,四川泸州市
246,002247,帝龙新材,浙江帝龙新材料股份有限公司,002247,帝龙新材,2008年6月12日,浙江杭州市
247,002248,华东数控,威海华东数控股份有限公司,002248,华东数控,2008年6月12日,山东威海市
248,002249,大洋电机,中山大洋电机股份有限公司,002249,大洋电机,2008年6月19日,广东中山市
249,002250,联化科技,联化科技股份有限公司,002250,联化科技,2008年6月19日,浙江台州市
250,002251,步步高,步步高商业连锁股份有限公司,002251,步步高,2008年6月19日,湖南湘潭市
251,002252,上海莱士,上海莱士血液制品股份有限公司,002252,上海莱士,2008年6月23日,上海市
252,002253,川大智胜,四川川大智胜软件股份有限公司,002253,川大智胜,2008年6月23日,四川成都市
253,002254,泰和新材,烟台泰和新材料股份有限公司,002254,泰和新材,2008年6月25日,山东烟台市
254,002255,海陆重工,苏州海陆重工股份有限公司,002255,海陆重工,2008年6月25日,江苏苏州市
255,002256,彩虹精化,深圳市彩虹精细化工股份有限公司,002256,彩虹精化,2008年6月25日,广东深圳市
256,002258,利尔化学,利尔化学股份有限公司,002258,利尔化学,2008年7月8日,四川绵阳市
257,002259,升达林业,四川升达林业产业股份有限公司,002259,升达林业,2008年7月16日,四川成都市
258,002260,德奥通航,德奥通用航空股份有限公司,002260,德奥通航,2008年7月16日,广东佛山市
259,002261,拓维信息,拓维信息系统股份有限公司,002261,拓维信息,2008年7月23日,湖南长沙市
260,002262,恩华药业,江苏恩华药业股份有限公司,002262,恩华药业,2008年7月23日,江苏徐州市
261,002263,大东南,浙江大东南股份有限公司,002263,大东南,2008年7月28日,浙江绍兴市
262,002264,新华都,新华都购物广场股份有限公司,002264,新华都,2008年7月31日,福建厦门市
263,002265,西仪股份,云南西仪工业股份有限公司,002265,西仪股份,2008年8月6日,云南昆明市
264,002266,浙富控股,浙富控股集团股份有限公司,002266,浙富控股,2008年8月6日,浙江杭州市
265,002267,陕天然气,陕西省天然气股份有限公司,002267,陕天然气,2008年8月13日,陕西西安市
266,002268,卫士通,成都卫士通信息产业股份有限公司,002268,卫士通,2008年8月11日,四川成都市
267,002269,美邦服饰,上海美特斯邦威服饰股份有限公司,002269,美邦服饰,2008年8月28日,上海市
268,002270,法因数控,山东法因数控机械股份有限公司,002270,法因数控,2008年9月5日,山东济南市
269,002271,东方雨虹,北京东方雨虹防水技术股份有限公司,002271,东方雨虹,2008年9月10日,北京市
270,002272,川润股份,四川川润股份有限公司,002272,川润股份,2008年9月19日,四川自贡市
271,002273,水晶光电,浙江水晶光电科技股份有限公司,002273,水晶光电,2008年9月19日,浙江台州市
272,002274,华昌化工,江苏华昌化工股份有限公司,002274,华昌化工,2008年9月25日,江苏苏州市
273,002275,桂林三金,桂林三金药业股份有限公司,002275,桂林三金,2009年7月10日,广西桂林市
274,002276,万马股份,浙江万马股份有限公司,002276,万马股份,2009年7月10日,浙江杭州市
275,002277,友阿股份,湖南友谊阿波罗商业股份有限公司,002277,友阿股份,2009年7月17日,湖南长沙市
276,002278,神开股份,上海神开石油化工装备股份有限公司,002278,神开股份,2009年8月11日,上海市
277,002279,久其软件,北京久其软件股份有限公司,002279,久其软件,2009年8月11日,北京市
278,002280,联络互动,杭州联络互动信息科技股份有限公司,002280,联络互动,2009年8月21日,浙江杭州市
279,002281,光迅科技,武汉光迅科技股份有限公司,002281,光迅科技,2009年8月21日,湖北武汉市
280,002282,博深工具,博深工具股份有限公司,002282,博深工具,2009年8月21日,河北石家庄市
281,002283,天润曲轴,天润曲轴股份有限公司,002283,天润曲轴,2009年8月21日,山东威海市
282,002284,亚太股份,浙江亚太机电股份有限公司,002284,亚太股份,2009年8月28日,浙江杭州市
283,002285,世联行,深圳世联行地产顾问股份有限公司,002285,世联行,2009年8月28日,广东深圳市
284,002286,保龄宝,保龄宝生物股份有限公司,002286,保龄宝,2009年8月28日,山东德州市
285,002287,奇正藏药,西藏奇正藏药股份有限公司,002287,奇正藏药,2009年8月28日,西藏林芝地区
286,002288,超华科技,广东超华科技股份有限公司,002288,超华科技,2009年9月3日,广东梅州市
287,002289,宇顺电子,深圳市宇顺电子股份有限公司,002289,宇顺电子,2009年9月3日,广东深圳市
288,002290,禾盛新材,苏州禾盛新型材料股份有限公司,002290,禾盛新材,2009年9月3日,江苏苏州市
289,002291,星期六,佛山星期六鞋业股份有限公司,002291,星期六,2009年9月3日,广东佛山市
290,002292,奥飞动漫,广东奥飞动漫文化股份有限公司,002292,奥飞动漫,2009年9月10日,广东汕头市
291,002293,罗莱生活,罗莱生活科技股份有限公司,002293,罗莱生活,2009年9月10日,江苏南通市
292,002294,信立泰,深圳信立泰药业股份有限公司,002294,信立泰,2009年9月10日,广东深圳市
293,002295,精艺股份,广东精艺金属股份有限公司,002295,精艺股份,2009年9月29日,广东佛山市
294,002296,辉煌科技,河南辉煌科技股份有限公司,002296,辉煌科技,2009年9月29日,河南郑州市
295,002297,博云新材,湖南博云新材料股份有限公司,002297,博云新材,2009年9月29日,湖南长沙市
296,002298,中电鑫龙,安徽中电兴发与鑫龙科技股份有限公司,002298,中电鑫龙,2009年9月29日,安徽芜湖市
297,002299,圣农发展,福建圣农发展股份有限公司,002299,圣农发展,2009年10月21日,福建南平市
298,002300,太阳电缆,福建南平太阳电缆股份有限公司,002300,太阳电缆,2009年10月21日,福建南平市
299,002301,齐心集团,深圳齐心集团股份有限公司,002301,齐心集团,2009年10月21日,广东深圳市
300,002302,西部建设,中建西部建设股份有限公司,002302,西部建设,2009年11月3日,新疆乌鲁木齐市
301,002303,美盈森,美盈森集团股份有限公司,002303,美盈森,2009年11月3日,广东深圳市
