,公司代码,公司简称,公司全称,A股代码,A股简称,A股上市日期,城市
122,300124,汇川技术,深圳市汇川技术股份有限公司,300124,汇川技术,2010年9月28日,广东深圳市
123,300125,易世达,大连易世达新能源发展股份有限公司,300125,易世达,2010年10月13日,辽宁大连市
124,300126,锐奇股份,锐奇控股股份有限公司,300126,锐奇股份,2010年10月13日,上海市
125,300127,银河磁体,成都银河磁体股份有限公司,300127,银河磁体,2010年10月13日,四川成都市
126,300128,锦富新材,苏州锦富新材料股份有限公司,300128,锦富新材,2010年10月13日,江苏苏州市
127,300129,泰胜风能,上海泰胜风能装备股份有限公司,300129,泰胜风能,2010年10月19日,上海市
128,300130,新国都,深圳市新国都技术股份有限公司,300130,新国都,2010年10月19日,广东深圳市
129,300131,英唐智控,深圳市英唐智能控制股份有限公司,300131,英唐智控,2010年10月19日,广东深圳市
130,300132,青松股份,福建青松股份有限公司,300132,青松股份,2010年10月26日,福建南平市
131,300133,华策影视,浙江华策影视股份有限公司,300133,华策影视,2010年10月26日,浙江杭州市
132,300134,大富科技,深圳市大富科技股份有限公司,300134,大富科技,2010年10月26日,广东深圳市
133,300135,宝利国际,江苏宝利国际投资股份有限公司,300135,宝利国际,2010年10月26日,江苏无锡市
134,300136,信维通信,深圳市信维通信股份有限公司,300136,信维通信,2010年11月5日,广东深圳市
135,300137,先河环保,河北先河环保科技股份有限公司,300137,先河环保,2010年11月5日,河北石家庄市
136,300138,晨光生物,晨光生物科技集团股份有限公司,300138,晨光生物,2010年11月5日,河北邯郸市
137,300139,晓程科技,北京晓程科技股份有限公司,300139,晓程科技,2010年11月12日,北京市
138,300140,启源装备,西安启源机电装备股份有限公司,300140,启源装备,2010年11月12日,陕西西安市
139,300141,和顺电气,苏州工业园区和顺电气股份有限公司,300141,和顺电气,2010年11月12日,江苏苏州市
140,300142,沃森生物,云南沃森生物技术股份有限公司,300142,沃森生物,2010年11月12日,云南昆明市
141,300143,星河生物,广东星河生物科技股份有限公司,300143,星河生物,2010年12月9日,广东东莞市
142,300144,宋城演艺,宋城演艺发展股份有限公司,300144,宋城演艺,2010年12月9日,浙江杭州市
143,300145,南方泵业,南方泵业股份有限公司,300145,南方泵业,2010年12月9日,浙江杭州市
144,300146,汤臣倍健,汤臣倍健股份有限公司,300146,汤臣倍健,2010年12月15日,广东珠海市
145,300147,香雪制药,广州市香雪制药股份有限公司,300147,香雪制药,2010年12月15日,广东广州市
146,300148,天舟文化,天舟文化股份有限公司,300148,天舟文化,2010年12月15日,湖南长沙市
147,300149,量子高科,量子高科（中国）生物股份有限公司,300149,量子高科,2010年12月22日,广东江门市
148,300150,世纪瑞尔,北京世纪瑞尔技术股份有限公司,300150,世纪瑞尔,2010年12月22日,北京市
149,300151,昌红科技,深圳市昌红科技股份有限公司,300151,昌红科技,2010年12月22日,广东深圳市
150,300152,科融环境,徐州科融环境资源股份有限公司,300152,科融环境,2010年12月29日,江苏徐州市
151,300153,科泰电源,上海科泰电源股份有限公司,300153,科泰电源,2010年12月29日,上海市
152,300154,瑞凌股份,深圳市瑞凌实业股份有限公司,300154,瑞凌股份,2010年12月29日,广东深圳市
153,300155,安居宝,广东安居宝数码科技股份有限公司,300155,安居宝,2011年1月7日,广东广州市
154,300156,神雾环保,神雾环保技术股份有限公司,300156,神雾环保,2011年1月7日,北京市
155,300157,恒泰艾普,恒泰艾普石油天然气技术服务股份有限公司,300157,恒泰艾普,2011年1月7日,北京市
156,300158,振东制药,山西振东制药股份有限公司,300158,振东制药,2011年1月7日,山西长治市
157,300159,新研股份,新疆机械研究院股份有限公司,300159,新研股份,2011年1月7日,新疆乌鲁木齐市
158,300160,秀强股份,江苏秀强玻璃工艺股份有限公司,300160,秀强股份,2011年1月13日,江苏宿迁市
159,300161,华中数控,武汉华中数控股份有限公司,300161,华中数控,2011年1月13日,湖北武汉市
160,300162,雷曼股份,深圳雷曼光电科技股份有限公司,300162,雷曼股份,2011年1月13日,广东深圳市
161,300163,先锋新材,宁波先锋新材料股份有限公司,300163,先锋新材,2011年1月13日,浙江宁波市
162,300164,通源石油,西安通源石油科技股份有限公司,300164,通源石油,2011年1月13日,陕西西安市
163,300165,天瑞仪器,江苏天瑞仪器股份有限公司,300165,天瑞仪器,2011年1月25日,江苏苏州市
164,300166,东方国信,北京东方国信科技股份有限公司,300166,东方国信,2011年1月25日,北京市
165,300167,迪威视讯,深圳市迪威视讯股份有限公司,300167,迪威视讯,2011年1月25日,广东深圳市
166,300168,万达信息,万达信息股份有限公司,300168,万达信息,2011年1月25日,上海市
167,300169,天晟新材,常州天晟新材料股份有限公司,300169,天晟新材,2011年1月25日,江苏常州市
168,300170,汉得信息,上海汉得信息技术股份有限公司,300170,汉得信息,2011年2月1日,上海市
169,300171,东富龙,上海东富龙科技股份有限公司,300171,东富龙,2011年2月1日,上海市
170,300172,中电环保,中电环保股份有限公司,300172,中电环保,2011年2月1日,江苏南京市
171,300173,智慧松德,松德智慧装备股份有限公司,300173,智慧松德,2011年2月1日,广东中山市
172,300174,元力股份,福建元力活性炭股份有限公司,300174,元力股份,2011年2月1日,福建南平市
173,300175,朗源股份,朗源股份有限公司,300175,朗源股份,2011年2月15日,山东烟台市
174,300176,鸿特精密,广东鸿特精密技术股份有限公司,300176,鸿特精密,2011年2月15日,广东肇庆市
175,300177,中海达,广州中海达卫星导航技术股份有限公司,300177,中海达,2011年2月15日,广东广州市
176,300178,腾邦国际,深圳市腾邦国际商业服务股份有限公司,300178,腾邦国际,2011年2月15日,广东深圳市
177,300179,四方达,河南四方达超硬材料股份有限公司,300179,四方达,2011年2月15日,河南郑州市
178,300180,华峰超纤,上海华峰超纤材料股份有限公司,300180,华峰超纤,2011年2月22日,上海市
179,300181,佐力药业,浙江佐力药业股份有限公司,300181,佐力药业,2011年2月22日,浙江湖州市
180,300182,捷成股份,北京捷成世纪科技股份有限公司,300182,捷成股份,2011年2月22日,北京市
181,300183,东软载波,青岛东软载波科技股份有限公司,300183,东软载波,2011年2月22日,山东青岛市
182,300184,力源信息,武汉力源信息技术股份有限公司,300184,力源信息,2011年2月22日,湖北武汉市
183,300185,通裕重工,通裕重工股份有限公司,300185,通裕重工,2011年3月8日,山东德州市
184,300187,永清环保,永清环保股份有限公司,300187,永清环保,2011年3月8日,湖南长沙市
185,300188,美亚柏科,厦门市美亚柏科信息股份有限公司,300188,美亚柏科,2011年3月16日,福建厦门市
186,300189,神农基因,海南神农基因科技股份有限公司,300189,神农基因,2011年3月16日,海南海口市
187,300190,维尔利,江苏维尔利环保科技股份有限公司,300190,维尔利,2011年3月16日,江苏常州市
188,300191,潜能恒信,潜能恒信能源技术股份有限公司,300191,潜能恒信,2011年3月16日,北京市
189,300192,科斯伍德,苏州科斯伍德油墨股份有限公司,300192,科斯伍德,2011年3月22日,江苏苏州市
190,300193,佳士科技,深圳市佳士科技股份有限公司,300193,佳士科技,2011年3月22日,广东深圳市
191,300194,福安药业,福安药业（集团）股份有限公司,300194,福安药业,2011年3月22日,重庆市
192,300195,长荣股份,天津长荣印刷设备股份有限公司,300195,长荣股份,2011年3月29日,天津市
193,300196,长海股份,江苏长海复合材料股份有限公司,300196,长海股份,2011年3月29日,江苏常州市
194,300197,铁汉生态,深圳市铁汉生态环境股份有限公司,300197,铁汉生态,2011年3月29日,广东深圳市
195,300198,纳川股份,福建纳川管材科技股份有限公司,300198,纳川股份,2011年4月7日,福建泉州市
196,300199,翰宇药业,深圳翰宇药业股份有限公司,300199,翰宇药业,2011年4月7日,广东深圳市
197,300200,高盟新材,北京高盟新材料股份有限公司,300200,高盟新材,2011年4月7日,北京市
198,300201,海伦哲,徐州海伦哲专用车辆股份有限公司,300201,海伦哲,2011年4月7日,江苏徐州市
199,300202,聚龙股份,聚龙股份有限公司,300202,聚龙股份,2011年4月15日,辽宁鞍山市
200,300203,聚光科技,聚光科技（杭州）股份有限公司,300203,聚光科技,2011年4月15日,浙江杭州市
201,300204,舒泰神,舒泰神(北京)生物制药股份有限公司,300204,舒泰神,2011年4月15日,北京市
202,300205,天喻信息,武汉天喻信息产业股份有限公司,300205,天喻信息,2011年4月21日,湖北武汉市
203,300206,理邦仪器,深圳市理邦精密仪器股份有限公司,300206,理邦仪器,2011年4月21日,广东深圳市
204,300207,欣旺达,欣旺达电子股份有限公司,300207,欣旺达,2011年4月21日,广东深圳市
205,300208,恒顺众昇,青岛市恒顺众昇集团股份有限公司,300208,恒顺众昇,2011年4月26日,山东青岛市
206,300209,天泽信息,天泽信息产业股份有限公司,300209,天泽信息,2011年4月26日,江苏南京市
207,300210,森远股份,鞍山森远路桥股份有限公司,300210,森远股份,2011年4月26日,辽宁鞍山市
208,300211,亿通科技,江苏亿通高科技股份有限公司,300211,亿通科技,2011年5月5日,江苏苏州市
209,300212,易华录,北京易华录信息技术股份有限公司,300212,易华录,2011年5月5日,北京市
210,300213,佳讯飞鸿,北京佳讯飞鸿电气股份有限公司,300213,佳讯飞鸿,2011年5月5日,北京市
211,300214,日科化学,山东日科化学股份有限公司,300214,日科化学,2011年5月11日,山东潍坊市
212,300215,电科院,苏州电器科学研究院股份有限公司,300215,电科院,2011年5月11日,江苏苏州市
213,300216,千山药机,湖南千山制药机械股份有限公司,300216,千山药机,2011年5月11日,湖南长沙市
214,300217,东方电热,镇江东方电热科技股份有限公司,300217,东方电热,2011年5月18日,江苏镇江市
215,300218,安利股份,安徽安利材料科技股份有限公司,300218,安利股份,2011年5月18日,安徽合肥市
216,300219,鸿利光电,广州市鸿利光电股份有限公司,300219,鸿利光电,2011年5月18日,广东广州市
217,300220,金运激光,武汉金运激光股份有限公司,300220,金运激光,2011年5月25日,湖北武汉市
218,300221,银禧科技,广东银禧科技股份有限公司,300221,银禧科技,2011年5月25日,广东东莞市
219,300222,科大智能,科大智能科技股份有限公司,300222,科大智能,2011年5月25日,上海市
220,300223,北京君正,北京君正集成电路股份有限公司,300223,北京君正,2011年5月31日,北京市
221,300224,正海磁材,烟台正海磁性材料股份有限公司,300224,正海磁材,2011年5月31日,山东烟台市
222,300225,金力泰,上海金力泰化工股份有限公司,300225,金力泰,2011年5月31日,上海市
223,300226,上海钢联,上海钢联电子商务股份有限公司,300226,上海钢联,2011年6月8日,上海市
224,300227,光韵达,深圳光韵达光电科技股份有限公司,300227,光韵达,2011年6月8日,广东深圳市
225,300228,富瑞特装,张家港富瑞特种装备股份有限公司,300228,富瑞特装,2011年6月8日,江苏苏州市
226,300229,拓尔思,北京拓尔思信息技术股份有限公司,300229,拓尔思,2011年6月15日,北京市
227,300230,永利股份,上海永利带业股份有限公司,300230,永利股份,2011年6月15日,上海市
228,300231,银信科技,北京银信长远科技股份有限公司,300231,银信科技,2011年6月15日,北京市
229,300232,洲明科技,深圳市洲明科技股份有限公司,300232,洲明科技,2011年6月22日,广东深圳市
230,300233,金城医药,山东金城医药化工股份有限公司,300233,金城医药,2011年6月22日,山东淄博市
231,300234,开尔新材,浙江开尔新材料股份有限公司,300234,开尔新材,2011年6月22日,浙江金华市
232,300235,方直科技,深圳市方直科技股份有限公司,300235,方直科技,2011年6月29日,广东深圳市
233,300236,上海新阳,上海新阳半导体材料股份有限公司,300236,上海新阳,2011年6月29日,上海市
234,300237,美晨科技,山东美晨科技股份有限公司,300237,美晨科技,2011年6月29日,山东潍坊市
235,300238,冠昊生物,冠昊生物科技股份有限公司,300238,冠昊生物,2011年7月6日,广东广州市
236,300239,东宝生物,包头东宝生物技术股份有限公司,300239,东宝生物,2011年7月6日,内蒙古包头市
237,300240,飞力达,江苏飞力达国际物流股份有限公司,300240,飞力达,2011年7月6日,江苏苏州市
238,300241,瑞丰光电,深圳市瑞丰光电子股份有限公司,300241,瑞丰光电,2011年7月12日,广东深圳市
239,300242,明家科技,广东明家科技股份有限公司,300242,明家科技,2011年7月12日,广东东莞市
240,300243,瑞丰高材,山东瑞丰高分子材料股份有限公司,300243,瑞丰高材,2011年7月12日,山东淄博市
241,300244,迪安诊断,浙江迪安诊断技术股份有限公司,300244,迪安诊断,2011年7月19日,浙江杭州市
242,300245,天玑科技,上海天玑科技股份有限公司,300245,天玑科技,2011年7月19日,上海市
243,300246,宝莱特,广东宝莱特医用科技股份有限公司,300246,宝莱特,2011年7月19日,广东珠海市
244,300247,乐金健康,安徽乐金健康科技股份有限公司,300247,乐金健康,2011年7月29日,安徽合肥市
245,300248,新开普,新开普电子股份有限公司,300248,新开普,2011年7月29日,河南郑州市
246,300249,依米康,四川依米康环境科技股份有限公司,300249,依米康,2011年8月3日,四川成都市
247,300250,初灵信息,杭州初灵信息技术股份有限公司,300250,初灵信息,2011年8月3日,浙江杭州市
248,300251,光线传媒,北京光线传媒股份有限公司,300251,光线传媒,2011年8月3日,北京市
249,300252,金信诺,深圳金信诺高新技术股份有限公司,300252,金信诺,2011年8月18日,广东深圳市
250,300253,卫宁健康,卫宁健康科技集团股份有限公司,300253,卫宁健康,2011年8月18日,上海市
251,300254,仟源医药,山西仟源医药集团股份有限公司,300254,仟源医药,2011年8月19日,山西大同市
252,300255,常山药业,河北常山生化药业股份有限公司,300255,常山药业,2011年8月19日,河北石家庄市
253,300256,星星科技,浙江星星科技股份有限公司,300256,星星科技,2011年8月19日,浙江台州市
254,300257,开山股份,浙江开山压缩机股份有限公司,300257,开山股份,2011年8月19日,浙江衢州市
255,300258,精锻科技,江苏太平洋精锻科技股份有限公司,300258,精锻科技,2011年8月26日,江苏泰州市
256,300259,新天科技,新天科技股份有限公司,300259,新天科技,2011年8月31日,河南郑州市
257,300260,新莱应材,昆山新莱洁净应用材料股份有限公司,300260,新莱应材,2011年9月6日,江苏苏州市
258,300261,雅本化学,雅本化学股份有限公司,300261,雅本化学,2011年9月6日,江苏苏州市
259,300262,巴安水务,上海巴安水务股份有限公司,300262,巴安水务,2011年9月16日,上海市
260,300263,隆华节能,洛阳隆华传热节能股份有限公司,300263,隆华节能,2011年9月16日,河南洛阳市
261,300264,佳创视讯,深圳市佳创视讯技术股份有限公司,300264,佳创视讯,2011年9月16日,广东深圳市
262,300265,通光线缆,江苏通光电子线缆股份有限公司,300265,通光线缆,2011年9月16日,江苏南通市
263,300266,兴源环境,兴源环境科技股份有限公司,300266,兴源环境,2011年9月27日,浙江杭州市
264,300267,尔康制药,湖南尔康制药股份有限公司,300267,尔康制药,2011年9月27日,湖南长沙市
265,300268,万福生科,万福生科（湖南）农业开发股份有限公司,300268,万福生科,2011年9月27日,湖南常德市
266,300269,联建光电,深圳市联建光电股份有限公司,300269,联建光电,2011年10月12日,广东深圳市
267,300270,中威电子,杭州中威电子股份有限公司,300270,中威电子,2011年10月12日,浙江杭州市
268,300271,华宇软件,北京华宇软件股份有限公司,300271,华宇软件,2011年10月26日,北京市
269,300272,开能环保,上海开能环保设备股份有限公司,300272,开能环保,2011年11月2日,上海市
270,300273,和佳股份,珠海和佳医疗设备股份有限公司,300273,和佳股份,2011年10月26日,广东珠海市
271,300274,阳光电源,阳光电源股份有限公司,300274,阳光电源,2011年11月2日,安徽合肥市
272,300275,梅安森,重庆梅安森科技股份有限公司,300275,梅安森,2011年11月2日,重庆市
273,300276,三丰智能,湖北三丰智能输送装备股份有限公司,300276,三丰智能,2011年11月15日,湖北黄石市
274,300277,海联讯,深圳海联讯科技股份有限公司,300277,海联讯,2011年11月23日,广东深圳市
275,300278,华昌达,湖北华昌达智能装备股份有限公司,300278,华昌达,2011年12月16日,湖北十堰市
276,300279,和晶科技,无锡和晶科技股份有限公司,300279,和晶科技,2011年12月29日,江苏无锡市
277,300280,南通锻压,南通锻压设备股份有限公司,300280,南通锻压,2011年12月29日,江苏南通市
278,300281,金明精机,广东金明精机股份有限公司,300281,金明精机,2011年12月29日,广东汕头市
279,300282,汇冠股份,北京汇冠新技术股份有限公司,300282,汇冠股份,2011年12月29日,北京市
280,300283,温州宏丰,温州宏丰电工合金股份有限公司,300283,温州宏丰,2012年1月10日,浙江温州市
281,300284,苏交科,苏交科集团股份有限公司,300284,苏交科,2012年1月10日,江苏南京市
282,300285,国瓷材料,山东国瓷功能材料股份有限公司,300285,国瓷材料,2012年1月13日,山东东营市
283,300286,安科瑞,安科瑞电气股份有限公司,300286,安科瑞,2012年1月13日,上海市
284,300287,飞利信,北京飞利信科技股份有限公司,300287,飞利信,2012年2月1日,北京市
285,300288,朗玛信息,贵阳朗玛信息技术股份有限公司,300288,朗玛信息,2012年2月16日,贵州贵阳市
286,300289,利德曼,北京利德曼生化股份有限公司,300289,利德曼,2012年2月16日,北京市
287,300290,荣科科技,荣科科技股份有限公司,300290,荣科科技,2012年2月16日,辽宁沈阳市
288,300291,华录百纳,北京华录百纳影视股份有限公司,300291,华录百纳,2012年2月9日,北京市
289,300292,吴通控股,吴通控股集团股份有限公司,300292,吴通控股,2012年2月29日,江苏苏州市
290,300293,蓝英装备,沈阳蓝英工业自动化装备股份有限公司,300293,蓝英装备,2012年3月8日,辽宁沈阳市
291,300294,博雅生物,江西博雅生物制药股份有限公司,300294,博雅生物,2012年3月8日,江西抚州市
292,300295,三六五网,江苏三六五网络股份有限公司,300295,三六五网,2012年3月15日,江苏南京市
293,300296,利亚德,利亚德光电股份有限公司,300296,利亚德,2012年3月15日,北京市
294,300297,蓝盾股份,蓝盾信息安全技术股份有限公司,300297,蓝盾股份,2012年3月15日,广东广州市
295,300298,三诺生物,三诺生物传感股份有限公司,300298,三诺生物,2012年3月19日,湖南长沙市
296,300299,富春通信,富春通信股份有限公司,300299,富春通信,2012年3月19日,福建福州市
297,300300,汉鼎股份,汉鼎信息科技股份有限公司,300300,汉鼎股份,2012年3月19日,浙江杭州市
298,300301,长方集团,深圳市长方集团股份有限公司,300301,长方集团,2012年3月21日,广东深圳市
299,300302,同有科技,北京同有飞骥科技股份有限公司,300302,同有科技,2012年3月21日,北京市
300,300303,聚飞光电,深圳市聚飞光电股份有限公司,300303,聚飞光电,2012年3月19日,广东深圳市
301,300304,云意电气,江苏云意电气股份有限公司,300304,云意电气,2012年3月21日,江苏徐州市
302,300305,裕兴股份,江苏裕兴薄膜科技股份有限公司,300305,裕兴股份,2012年3月29日,江苏常州市
303,300306,远方光电,杭州远方光电信息股份有限公司,300306,远方光电,2012年3月29日,浙江杭州市
304,300307,慈星股份,宁波慈星股份有限公司,300307,慈星股份,2012年3月29日,浙江宁波市
305,300308,中际装备,山东中际电工装备股份有限公司,300308,中际装备,2012年4月10日,山东烟台市
306,300309,吉艾科技,吉艾科技（北京）股份公司,300309,吉艾科技,2012年4月10日,北京市
307,300310,宜通世纪,广东宜通世纪科技股份有限公司,300310,宜通世纪,2012年4月25日,广东广州市
308,300311,任子行,任子行网络技术股份有限公司,300311,任子行,2012年4月25日,广东深圳市
309,300312,邦讯技术,邦讯技术股份有限公司,300312,邦讯技术,2012年5月8日,北京市
310,300313,天山生物,新疆天山畜牧生物工程股份有限公司,300313,天山生物,2012年4月25日,新疆昌吉回族自治州
311,300314,戴维医疗,宁波戴维医疗器械股份有限公司,300314,戴维医疗,2012年5月8日,浙江宁波市
312,300315,掌趣科技,北京掌趣科技股份有限公司,300315,掌趣科技,2012年5月11日,北京市
313,300316,晶盛机电,浙江晶盛机电股份有限公司,300316,晶盛机电,2012年5月11日,浙江绍兴市
314,300317,珈伟股份,深圳珈伟光伏照明股份有限公司,300317,珈伟股份,2012年5月11日,广东深圳市
315,300318,博晖创新,北京博晖创新光电技术股份有限公司,300318,博晖创新,2012年5月23日,北京市
316,300319,麦捷科技,深圳市麦捷微电子科技股份有限公司,300319,麦捷科技,2012年5月23日,广东深圳市
317,300320,海达股份,江阴海达橡塑股份有限公司,300320,海达股份,2012年6月1日,江苏无锡市
318,300321,同大股份,山东同大海岛新材料股份有限公司,300321,同大股份,2012年5月23日,山东潍坊市
319,300322,硕贝德,惠州硕贝德无线科技股份有限公司,300322,硕贝德,2012年6月8日,广东惠州市
320,300323,华灿光电,华灿光电股份有限公司,300323,华灿光电,2012年6月1日,湖北武汉市
321,300324,旋极信息,北京旋极信息技术股份有限公司,300324,旋极信息,2012年6月8日,北京市
322,300325,德威新材,江苏德威新材料股份有限公司,300325,德威新材,2012年6月1日,江苏苏州市
323,300326,凯利泰,上海凯利泰医疗科技股份有限公司,300326,凯利泰,2012年6月13日,上海市
324,300327,中颖电子,中颖电子股份有限公司,300327,中颖电子,2012年6月13日,上海市
325,300328,宜安科技,东莞宜安科技股份有限公司,300328,宜安科技,2012年6月19日,广东东莞市
326,300329,海伦钢琴,海伦钢琴股份有限公司,300329,海伦钢琴,2012年6月19日,浙江宁波市
327,300330,华虹计通,上海华虹计通智能系统股份有限公司,300330,华虹计通,2012年6月19日,上海市
328,300331,苏大维格,苏州苏大维格光电科技股份有限公司,300331,苏大维格,2012年6月28日,江苏苏州市
329,300332,天壕环境,天壕环境股份有限公司,300332,天壕环境,2012年6月28日,北京市
330,300333,兆日科技,深圳兆日科技股份有限公司,300333,兆日科技,2012年6月28日,广东深圳市
331,300334,津膜科技,天津膜天膜科技股份有限公司,300334,津膜科技,2012年7月5日,天津市
332,300335,迪森股份,广州迪森热能技术股份有限公司,300335,迪森股份,2012年7月10日,广东广州市
333,300336,新文化,上海新文化传媒集团股份有限公司,300336,新文化,2012年7月10日,上海市
334,300337,银邦股份,银邦金属复合材料股份有限公司,300337,银邦股份,2012年7月18日,江苏无锡市
335,300338,开元仪器,长沙开元仪器股份有限公司,300338,开元仪器,2012年7月26日,湖南长沙市
336,300339,润和软件,江苏润和软件股份有限公司,300339,润和软件,2012年7月18日,江苏南京市
337,300340,科恒股份,江门市科恒实业股份有限公司,300340,科恒股份,2012年7月26日,广东江门市
338,300341,麦迪电气,麦克奥迪（厦门）电气股份有限公司,300341,麦迪电气,2012年7月26日,福建厦门市
339,300342,天银机电,常熟市天银机电股份有限公司,300342,天银机电,2012年7月26日,江苏苏州市
340,300343,联创股份,山东联创节能新材料股份有限公司,300343,联创股份,2012年8月1日,山东淄博市
341,300344,太空板业,北京太空板业股份有限公司,300344,太空板业,2012年8月1日,北京市
342,300345,红宇新材,湖南红宇耐磨新材料股份有限公司,300345,红宇新材,2012年8月1日,湖南长沙市
343,300346,南大光电,江苏南大光电材料股份有限公司,300346,南大光电,2012年8月7日,江苏苏州市
344,300347,泰格医药,杭州泰格医药科技股份有限公司,300347,泰格医药,2012年8月17日,浙江杭州市
345,300348,长亮科技,深圳市长亮科技股份有限公司,300348,长亮科技,2012年8月17日,广东深圳市
346,300349,金卡股份,金卡高科技股份有限公司,300349,金卡股份,2012年8月17日,浙江温州市
347,300350,华鹏飞,深圳市华鹏飞现代物流股份有限公司,300350,华鹏飞,2012年8月21日,广东深圳市
348,300351,永贵电器,浙江永贵电器股份有限公司,300351,永贵电器,2012年9月20日,浙江台州市
349,300352,北信源,北京北信源软件股份有限公司,300352,北信源,2012年9月12日,北京市
350,300353,东土科技,北京东土科技股份有限公司,300353,东土科技,2012年9月27日,北京市
351,300354,东华测试,江苏东华测试技术股份有限公司,300354,东华测试,2012年9月20日,江苏泰州市
352,300355,蒙草抗旱,内蒙古和信园蒙草抗旱绿化股份有限公司,300355,蒙草抗旱,2012年9月27日,内蒙古呼和浩特市
353,300356,光一科技,光一科技股份有限公司,300356,光一科技,2012年10月9日,江苏南京市
354,300357,我武生物,浙江我武生物科技股份有限公司,300357,我武生物,2014年1月21日,浙江湖州市
355,300358,楚天科技,楚天科技股份有限公司,300358,楚天科技,2014年1月21日,湖南长沙市
356,300359,全通教育,广东全通教育股份有限公司,300359,全通教育,2014年1月21日,广东中山市
357,300360,炬华科技,杭州炬华科技股份有限公司,300360,炬华科技,2014年1月21日,浙江杭州市
358,300362,天翔环境,成都天翔环境股份有限公司,300362,天翔环境,2014年1月21日,四川成都市
359,300363,博腾股份,重庆博腾制药科技股份有限公司,300363,博腾股份,2014年1月29日,重庆市
360,300364,中文在线,中文在线数字出版集团股份有限公司,300364,中文在线,2015年1月21日,北京市
361,300365,恒华科技,北京恒华伟业科技股份有限公司,300365,恒华科技,2014年1月23日,北京市
362,300366,创意信息,四川创意信息技术股份有限公司,300366,创意信息,2014年1月27日,四川成都市
363,300367,东方网力,东方网力科技股份有限公司,300367,东方网力,2014年1月29日,北京市
364,300368,汇金股份,河北汇金机电股份有限公司,300368,汇金股份,2014年1月23日,河北石家庄市
365,300369,绿盟科技,北京神州绿盟信息安全科技股份有限公司,300369,绿盟科技,2014年1月29日,北京市
366,300370,安控科技,北京安控科技股份有限公司,300370,安控科技,2014年1月23日,北京市
367,300371,汇中股份,汇中仪表股份有限公司,300371,汇中股份,2014年1月23日,河北唐山市
368,300372,欣泰电气,丹东欣泰电气股份有限公司,300372,欣泰电气,2014年1月27日,辽宁丹东市
369,300373,扬杰科技,扬州扬杰电子科技股份有限公司,300373,扬杰科技,2014年1月23日,江苏扬州市
370,300374,恒通科技,北京恒通创新赛木科技股份有限公司,300374,恒通科技,2015年3月19日,北京市
371,300375,鹏翎股份,天津鹏翎胶管股份有限公司,300375,鹏翎股份,2014年1月27日,天津市
372,300376,易事特,易事特集团股份有限公司,300376,易事特,2014年1月27日,广东东莞市
373,300377,赢时胜,深圳市赢时胜信息技术股份有限公司,300377,赢时胜,2014年1月27日,广东深圳市
374,300378,鼎捷软件,鼎捷软件股份有限公司,300378,鼎捷软件,2014年1月27日,上海市
375,300379,东方通,北京东方通科技股份有限公司,300379,东方通,2014年1月28日,北京市
376,300380,安硕信息,上海安硕信息技术股份有限公司,300380,安硕信息,2014年1月28日,上海市
377,300381,溢多利,广东溢多利生物科技股份有限公司,300381,溢多利,2014年1月28日,广东珠海市
378,300382,斯莱克,苏州斯莱克精密设备股份有限公司,300382,斯莱克,2014年1月29日,江苏苏州市
379,300383,光环新网,北京光环新网科技股份有限公司,300383,光环新网,2014年1月29日,北京市
380,300384,三联虹普,北京三联虹普新合纤技术服务股份有限公司,300384,三联虹普,2014年8月1日,北京市
381,300385,雪浪环境,无锡雪浪环境科技股份有限公司,300385,雪浪环境,2014年6月26日,江苏无锡市
382,300386,飞天诚信,飞天诚信科技股份有限公司,300386,飞天诚信,2014年6月26日,北京市
383,300387,富邦股份,湖北富邦科技股份有限公司,300387,富邦股份,2014年7月2日,湖北孝感市
384,300388,国祯环保,安徽国祯环保节能科技股份有限公司,300388,国祯环保,2014年8月1日,安徽合肥市
385,300389,艾比森,深圳市艾比森光电股份有限公司,300389,艾比森,2014年8月1日,广东深圳市
386,300390,天华超净,苏州天华超净科技股份有限公司,300390,天华超净,2014年7月31日,江苏苏州市
387,300391,康跃科技,康跃科技股份有限公司,300391,康跃科技,2014年8月1日,山东潍坊市
388,300392,腾信股份,北京腾信创新网络营销技术股份有限公司,300392,腾信股份,2014年9月10日,北京市
389,300393,中来股份,苏州中来光伏新材股份有限公司,300393,中来股份,2014年9月12日,江苏苏州市
390,300394,天孚通信,苏州天孚光通信股份有限公司,300394,天孚通信,2015年2月17日,江苏苏州市
391,300395,菲利华,湖北菲利华石英玻璃股份有限公司,300395,菲利华,2014年9月10日,湖北荆州市
392,300396,迪瑞医疗,长春迪瑞医疗科技股份有限公司,300396,迪瑞医疗,2014年9月10日,吉林长春市
393,300397,天和防务,西安天和防务技术股份有限公司,300397,天和防务,2014年9月10日,陕西西安市
394,300398,飞凯材料,上海飞凯光电材料股份有限公司,300398,飞凯材料,2014年10月9日,上海市
395,300399,京天利,北京无线天利移动信息技术股份有限公司,300399,京天利,2014年10月9日,北京市
396,300400,劲拓股份,深圳市劲拓自动化设备股份有限公司,300400,劲拓股份,2014年10月10日,广东深圳市
397,300401,花园生物,浙江花园生物高科股份有限公司,300401,花园生物,2014年10月9日,浙江金华市
398,300402,宝色股份,南京宝色股份公司,300402,宝色股份,2014年10月10日,江苏南京市
