,公司代码,公司简称,公司全称
790,600984,建设机械,陕西建设机械股份有限公司
791,600985,雷鸣科化,安徽雷鸣科化股份有限公司
792,600986,科达股份,科达集团股份有限公司
793,600987,航民股份,浙江航民股份有限公司
794,600988,赤峰黄金,赤峰吉隆黄金矿业股份有限公司
795,600990,四创电子,安徽四创电子股份有限公司
796,600992,贵绳股份,贵州钢绳股份有限公司
797,600993,马应龙,马应龙药业集团股份有限公司
798,600995,文山电力,云南文山电力股份有限公司
799,600996,贵广网络,贵州省广播电视信息网络股份有限公司
800,600997,开滦股份,开滦能源化工股份有限公司
801,600998,九州通,九州通医药集团股份有限公司
802,600999,招商证券,招商证券股份有限公司
803,601000,唐山港,唐山港集团股份有限公司
804,601001,大同煤业,大同煤业股份有限公司
805,601002,晋亿实业,晋亿实业股份有限公司
806,601003,柳钢股份,柳州钢铁股份有限公司
807,601005,重庆钢铁,重庆钢铁股份有限公司
808,601006,大秦铁路,大秦铁路股份有限公司
809,601007,金陵饭店,金陵饭店股份有限公司
810,601008,连云港,江苏连云港港口股份有限公司
811,601009,南京银行,南京银行股份有限公司
812,601110,文峰股份,文峰大世界连锁发展股份有限公司
813,601011,宝泰隆,宝泰隆新材料股份有限公司
814,601012,隆基股份,西安隆基硅材料股份有限公司
815,601015,陕西黑猫,陕西黑猫焦化股份有限公司
816,601016,节能风电,中节能风力发电股份有限公司
817,601018,宁波港,宁波舟山港股份有限公司
818,601020,华钰矿业,西藏华钰矿业股份有限公司
819,601021,春秋航空,春秋航空股份有限公司
820,601028,玉龙股份,江苏玉龙钢管股份有限公司
821,601038,一拖股份,第一拖拉机股份有限公司
822,601058,赛轮金宇,赛轮金宇集团股份有限公司
823,601069,西部黄金,西部黄金股份有限公司
824,601088,中国神华,中国神华能源股份有限公司
825,601098,中南传媒,中南出版传媒集团股份有限公司
826,601099,601099,太平洋证券股份有限公司
827,601100,恒立液压,江苏恒立液压股份有限公司
828,601101,昊华能源,北京昊华能源股份有限公司
829,601106,中国一重,中国第一重型机械股份公司
830,601107,四川成渝,四川成渝高速公路股份有限公司
831,601111,中国国航,中国国际航空股份有限公司
832,601113,华鼎股份,义乌华鼎锦纶股份有限公司
833,601116,三江购物,三江购物俱乐部股份有限公司
834,601117,中国化学,中国化学工程股份有限公司
835,601118,海南橡胶,海南天然橡胶产业集团股份有限公司
836,601126,四方股份,北京四方继保自动化股份有限公司
837,601127,小康股份,重庆小康工业集团股份有限公司
838,601128,常熟银行,江苏常熟农村商业银行股份有限公司
839,601137,博威合金,宁波博威合金材料股份有限公司
840,601139,深圳燃气,深圳市燃气集团股份有限公司
841,601155,新城控股,新城控股集团股份有限公司
842,601158,重庆水务,重庆水务集团股份有限公司
843,601163,三角轮胎,三角轮胎股份有限公司
844,601166,兴业银行,兴业银行股份有限公司
845,601168,西部矿业,西部矿业股份有限公司
846,601169,北京银行,北京银行股份有限公司
847,601177,杭齿前进,杭州前进齿轮箱集团股份有限公司
848,601179,中国西电,中国西电电气股份有限公司
849,601186,中国铁建,中国铁建股份有限公司
850,601188,龙江交通,黑龙江交通发展股份有限公司
851,601198,东兴证券,东兴证券股份有限公司
852,601199,江南水务,江苏江南水务股份有限公司
853,601200,上海环境,上海环境集团股份有限公司
854,601206,海尔施,海尔施生物医药股份有限公司
855,601208,东材科技,四川东材科技集团股份有限公司
856,601211,国泰君安,国泰君安证券股份有限公司
857,601212,白银有色,白银有色集团股份有限公司
858,601216,君正集团,内蒙古君正能源化工集团股份有限公司
859,601218,吉鑫科技,江苏吉鑫风能科技股份有限公司
860,601222,林洋能源,江苏林洋能源股份有限公司
861,601225,陕西煤业,陕西煤业股份有限公司
862,601226,华电重工,华电重工股份有限公司
863,601228,广州港,广州港股份有限公司
864,601229,上海银行,上海银行股份有限公司
865,601231,环旭电子,环旭电子股份有限公司
866,601233,桐昆股份,桐昆集团股份有限公司
867,601238,广汽集团,广州汽车集团股份有限公司
868,601258,庞大集团,庞大汽贸集团股份有限公司
869,601288,农业银行,中国农业银行股份有限公司
870,601311,骆驼股份,骆驼集团股份有限公司
871,601313,江南嘉捷,江南嘉捷电梯股份有限公司
872,601318,中国平安,中国平安保险（集团）股份有限公司
873,601326,秦港股份,秦皇岛港股份有限公司
874,601328,交通银行,交通银行股份有限公司
875,601333,广深铁路,广深铁路股份有限公司
876,601336,新华保险,新华人寿保险股份有限公司
877,601339,百隆东方,百隆东方股份有限公司
878,601368,绿城水务,广西绿城水务股份有限公司
879,601369,陕鼓动力,西安陕鼓动力股份有限公司
880,601375,中原证券,中原证券股份有限公司
881,601377,兴业证券,兴业证券股份有限公司
882,601388,怡球资源,怡球金属资源再生（中国）股份有限公司
883,601390,中国中铁,中国中铁股份有限公司
884,601398,工商银行,中国工商银行股份有限公司
885,601500,通用股份,江苏通用科技股份有限公司
886,601515,东风股份,汕头东风印刷股份有限公司
887,601518,吉林高速,吉林高速公路股份有限公司
888,601519,大智慧,上海大智慧股份有限公司
889,601555,东吴证券,东吴证券股份有限公司
890,601558,华锐风电,华锐风电科技（集团）股份有限公司
891,601566,九牧王,九牧王股份有限公司
892,601567,三星医疗,宁波三星医疗电气股份有限公司
893,601579,会稽山,会稽山绍兴酒股份有限公司
894,601588,北辰实业,北京北辰实业股份有限公司
895,601595,上海电影,上海电影股份有限公司
896,601599,鹿港文化,江苏鹿港文化股份有限公司
897,601600,中国铝业,中国铝业股份有限公司
898,601601,中国太保,中国太平洋保险（集团）股份有限公司
899,601607                            （原代码600849）,上海医药,上海医药集团股份有限公司
900,601608,中信重工,中信重工机械股份有限公司
901,601611,中国核建,中国核工业建设股份有限公司
902,601616,广电电气,上海广电电气（集团）股份有限公司
903,601618,中国中冶,中国冶金科工股份有限公司
904,603619,嘉泽新能,宁夏嘉泽新能源股份有限公司
905,601628,中国人寿,中国人寿保险股份有限公司
906,601633,长城汽车,长城汽车股份有限公司
907,601636,旗滨集团,株洲旗滨集团股份有限公司
908,601666,平煤股份,平顶山天安煤业股份有限公司
909,601668,中国建筑,中国建筑股份有限公司
910,601669,中国电建,中国电力建设股份有限公司
911,601677,明泰铝业,河南明泰铝业股份有限公司
912,601678,滨化股份,滨化集团股份有限公司
913,601688,华泰证券,华泰证券股份有限公司
914,601689,拓普集团,宁波拓普集团股份有限公司
915,601699,潞安环能,山西潞安环保能源开发股份有限公司
916,601700,风范股份,常熟风范电力设备股份有限公司
917,601717,郑煤机,郑州煤矿机械集团股份有限公司
918,601718,际华集团,际华集团股份有限公司
919,601727,上海电气,上海电气集团股份有限公司
920,601766,中国中车,中国中车股份有限公司
921,601777,力帆股份,力帆实业（集团）股份有限公司
922,601788,光大证券,光大证券股份有限公司
923,601789,宁波建工,宁波建工股份有限公司
924,601798,蓝科高新,甘肃蓝科石化高新装备股份有限公司
925,601799,星宇股份,常州星宇车灯股份有限公司
926,601800,中国交建,中国交通建设股份有限公司
927,601801,皖新传媒,安徽新华传媒股份有限公司
928,601808,中海油服,中海油田服务股份有限公司
929,601811,新华文轩,新华文轩出版传媒股份有限公司
930,601818,光大银行,中国光大银行股份有限公司
931,601857,中国石油,中国石油天然气股份有限公司
932,601858,中国科传,中国科技出版传媒股份有限公司
933,601866,中远海发,中远海运发展股份有限公司
934,601872,招商轮船,招商局能源运输股份有限公司
935,601877,正泰电器,浙江正泰电器股份有限公司
936,601878,浙商证券,浙商证券股份有限公司
937,601880,大连港,大连港股份有限公司
938,601881,中国银河,中国银河证券股份有限公司
939,601882,海天精工,宁波海天精工股份有限公司
940,601886,江河集团,江河创建集团股份有限公司
941,601888,中国国旅,中国国旅股份有限公司
942,601890,亚星锚链,江苏亚星锚链股份有限公司
943,601898,中煤能源,中国中煤能源股份有限公司
944,601899,紫金矿业,紫金矿业集团股份有限公司
945,601900,南方传媒,南方出版传媒股份有限公司
946,601901,方正证券,方正证券股份有限公司
947,601908,京运通,北京京运通科技股份有限公司
948,601918,*ST新集,国投新集能源股份有限公司
949,601919,中远海控,中远海运控股股份有限公司
950,601928,凤凰传媒,江苏凤凰出版传媒股份有限公司
951,601929,吉视传媒,吉视传媒股份有限公司
952,601933,永辉超市,永辉超市股份有限公司
953,601939,建设银行,中国建设银行股份有限公司
954,601949,中国出版,中国出版传媒股份有限公司
955,601958,金钼股份,金堆城钼业股份有限公司
956,601965,中国汽研,中国汽车工程研究院股份有限公司
957,601966,玲珑轮胎,山东玲珑轮胎股份有限公司
958,601968,宝钢包装,上海宝钢包装股份有限公司
959,601969,海南矿业,海南矿业股份有限公司
960,601985,中国核电,中国核能电力股份有限公司
961,601988,中国银行,中国银行股份有限公司
962,601989,中国重工,中国船舶重工股份有限公司
963,601991,大唐发电,大唐国际发电股份有限公司
964,601992,金隅股份,北京金隅股份有限公司
965,601996,丰林集团,广西丰林木业集团股份有限公司
966,601997,贵阳银行,贵阳银行股份有限公司
967,601998,中信银行,中信银行股份有限公司
968,601999,出版传媒,北方联合出版传媒（集团）股份有限公司
969,603000,人民网,人民网股份有限公司
970,603001,奥康国际,浙江奥康鞋业股份有限公司
971,603002,宏昌电子,宏昌电子材料股份有限公司
972,603003,龙宇燃油,上海龙宇燃油股份有限公司
973,603005,晶方科技,苏州晶方半导体科技股份有限公司
974,603006,联明股份,上海联明机械股份有限公司
975,603007,花王股份,花王生态工程股份有限公司
976,603008,喜临门,喜临门家具股份有限公司
977,603009,北特科技,上海北特科技股份有限公司
978,603010,万盛股份,浙江万盛股份有限公司
979,603011,合锻智能,合肥合锻智能制造股份有限公司
980,603012,创力集团,上海创力集团股份有限公司
981,603015,弘讯科技,宁波弘讯科技股份有限公司
982,603016,新宏泰,无锡新宏泰电器科技股份有限公司
983,603017,中衡设计,中衡设计集团股份有限公司
984,603018,中设集团,中设设计集团股份有限公司
985,603019,中科曙光,曙光信息产业股份有限公司
986,603020,爱普股份,爱普香料集团股份有限公司
987,603021,山东华鹏,山东华鹏玻璃股份有限公司
988,603022,新通联,上海新通联包装股份有限公司
989,603023,威帝股份,哈尔滨威帝电子股份有限公司
990,603025,大豪科技,北京大豪科技股份有限公司
991,603026,石大胜华,山东石大胜华化工集团股份有限公司
992,603027,千禾味业,千禾味业食品股份有限公司
993,603028,赛福天,江苏赛福天钢索股份有限公司
994,603029,天鹅股份,山东天鹅棉业机械股份有限公司
995,603030,全筑股份,上海全筑建筑装饰集团股份有限公司
996,603031,安德利,安徽安德利百货股份有限公司
997,603032,德新交运,德力西新疆交通运输集团股份有限公司
998,603033,三维股份,浙江三维橡胶制品股份有限公司
999,603035,常熟汽饰,常熟市汽车饰件股份有限公司
1000,603036,如通股份,江苏如通石油机械股份有限公司
1001,603037,凯众股份,上海凯众材料科技股份有限公司
1002,603038,华立股份,东莞市华立实业股份有限公司
1003,603039,泛微网络,上海泛微网络科技股份有限公司
1004,603040,新坐标,杭州新坐标科技股份有限公司
1005,603041,美思德,江苏美思德化学股份有限公司
1006,603042,华脉科技,南京华脉科技股份有限公司
1007,603043,广州酒家,广州酒家集团股份有限公司
1008,603050,科林电气,石家庄科林电气股份有限公司
1009,603058,永吉股份,贵州永吉印务股份有限公司
1010,603060,国检集团,中国建材检验认证集团股份有限公司
1011,603063,禾望电气,深圳市禾望电气股份有限公司
1012,603066,音飞储存,南京音飞储存设备股份有限公司
1013,603067,振华股份,湖北振华化学股份有限公司
1014,603069,海汽集团,海南海汽运输集团股份有限公司
1015,603077,和邦生物,四川和邦生物科技股份有限公司
1016,603078,江化微,江阴江化微电子材料股份有限公司
1017,603081,大丰实业,浙江大丰实业股份有限公司
1018,603085,天成自控,浙江天成自控股份有限公司
1019,603086,先达股份,山东先达农化股份有限公司
1020,603088,宁波精达,宁波精达成形装备股份有限公司
1021,603089,正裕工业,浙江正裕工业股份有限公司
1022,603090,宏盛股份,无锡宏盛换热器制造股份有限公司
1023,603096,新经典,新经典文化股份有限公司
1024,603098,森特股份,森特士兴集团股份有限公司
1025,603099,长白山,长白山旅游股份有限公司
1026,603100,川仪股份,重庆川仪自动化股份有限公司
1027,603101,汇嘉时代,新疆汇嘉时代百货股份有限公司
1028,603108,润达医疗,上海润达医疗科技股份有限公司
1029,603111,康尼机电,南京康尼机电股份有限公司
1030,603113,金能科技,金能科技股份有限公司
1031,603116,红蜻蜓,浙江红蜻蜓鞋业股份有限公司
1032,603117,万林股份,江苏万林现代物流股份有限公司
1033,603118,共进股份,深圳市共进电子股份有限公司
1034,603123,翠微股份,北京翠微大厦股份有限公司
1035,603126,中材节能,中材节能股份有限公司
1036,603128,华贸物流,港中旅华贸国际物流股份有限公司
1037,603129,春风动力,浙江春风动力股份有限公司
1038,603131,上海沪工,上海沪工焊接集团股份有限公司
1039,603133,碳元科技,碳元科技股份有限公司
1040,603138,海量数据,北京海量数据技术股份有限公司
1041,603139,康惠制药,陕西康惠制药股份有限公司
1042,603158,腾龙股份,常州腾龙汽车零部件股份有限公司
1043,603159,上海亚虹,上海亚虹模具股份有限公司
1044,603160,汇顶科技,深圳市汇顶科技股份有限公司
1045,603165,荣晟环保,浙江荣晟环保纸业股份有限公司
1046,603166,福达股份,桂林福达股份有限公司
1047,603167,渤海轮渡,渤海轮渡股份有限公司
1048,603168,莎普爱思,浙江莎普爱思药业股份有限公司
1049,603169,兰石重装,兰州兰石重型装备股份有限公司
1050,603177,德创环保,浙江德创环保科技股份有限公司
1051,603178,圣龙股份,宁波圣龙汽车动力系统股份有限公司
1052,603178,圣龙股份,宁波圣龙汽车动力系统股份有限公司
1053,603179,新泉股份,江苏新泉汽车饰件股份有限公司
1054,603180,金牌厨柜,厦门金牌厨柜股份有限公司
1055,603186,华正新材,浙江华正新材料股份有限公司
1056,603188,亚邦股份,江苏亚邦染料股份有限公司
1057,603189,网达软件,上海网达软件股份有限公司
1058,603196,日播时尚,日播时尚集团股份有限公司
1059,603197,保隆科技,上海保隆汽车科技股份有限公司
1060,603198,迎驾贡酒,安徽迎驾贡酒股份有限公司
1061,603199,九华旅游,安徽九华山旅游发展股份有限公司
1062,603200,上海洗霸,上海洗霸科技股份有限公司
1063,603203,快克股份,常州快克锡焊股份有限公司
1064,603208,江山欧派,江山欧派门业股份有限公司
1065,603218,日月股份,日月重工股份有限公司
1066,603222,济民制药,浙江济民制药股份有限公司
1067,603223,恒通股份,恒通物流股份有限公司
1068,603225,新凤鸣,新凤鸣集团股份有限公司
1069,603226,菲林格尔,上海菲林格尔木业股份有限公司
1070,603227,雪峰科技,新疆雪峰科技（集团）股份有限公司
1071,603228,景旺电子,深圳市景旺电子股份有限公司
1072,603229,奥翔药业,浙江奥翔药业股份有限公司
1073,603232,格尔软件,上海格尔软件股份有限公司
1074,603233,大参林,大参林医药集团股份有限公司
1075,603238,诺邦股份,杭州诺邦无纺股份有限公司
1076,603239,浙江仙通,浙江仙通橡塑股份有限公司
1077,603258,电魂网络,杭州电魂网络科技股份有限公司
1078,603266,天龙股份,宁波天龙电子股份有限公司
1079,603268,松发股份,广东松发陶瓷股份有限公司
1080,603269,海鸥股份,江苏海鸥冷却塔股份有限公司
1081,603286,日盈电子,江苏日盈电子股份有限公司
1082,603288,海天味业,佛山市海天调味食品股份有限公司
1083,603298,杭叉集团,杭叉集团股份有限公司
1084,603299,井神股份,江苏井神盐化股份有限公司
1085,603300,华铁科技,浙江华铁建筑安全科技股份有限公司
1086,603303,得邦照明,横店集团得邦照明股份有限公司
1087,603305,旭升股份,宁波旭升汽车技术股份有限公司
1088,603306,华懋科技,华懋（厦门）新材料科技股份有限公司
1089,603308,应流股份,安徽应流机电股份有限公司
1090,603309,维力医疗,广州维力医疗器械股份有限公司
1091,603311,金海环境,浙江金海环境技术股份有限公司
1092,603313,梦百合,江苏恒康家居科技股份有限公司
1093,603316,诚邦股份,浙江诚邦园林股份有限公司
1094,603318,派思股份,大连派思燃气系统股份有限公司
1095,603319,湘油泵,湖南机油泵股份有限公司
1096,603322,超讯通信,广东超讯通信技术股份有限公司
1097,603323,吴江银行,江苏吴江农村商业银行股份有限公司
1098,603326,我乐家居,南京我乐家居股份有限公司
1099,603328,依顿电子,广东依顿电子科技股份有限公司
1100,603330,上海天洋,上海天洋热熔粘接材料股份有限公司
1101,603331,百达精工,浙江百达精工股份有限公司
1102,603333,明星电缆,四川明星电缆股份有限公司
1103,603335,迪生力,广东迪生力汽配股份有限公司
1104,603336,宏辉果蔬,宏辉果蔬股份有限公司
1105,603337,杰克股份,杰克缝纫机股份有限公司
1106,603338,浙江鼎力,浙江鼎力机械股份有限公司
1107,603339,四方冷链,南通四方冷链装备股份有限公司
1108,603345,安井食品,福建安井食品股份有限公司
1109,603355,莱克电气,莱克电气股份有限公司
1110,603357,设计总院,安徽省交通规划设计研究总院股份有限公司
1111,603358,华达科技,华达汽车科技股份有限公司
1112,603360,百傲化学,大连百傲化学股份有限公司
1113,603366,日出东方,日出东方太阳能股份有限公司
1114,603368,柳州医药,广西柳州医药股份有限公司
1115,603369,今世缘,江苏今世缘酒业股份有限公司
1116,603377,东方时尚,东方时尚驾驶学校股份有限公司
1117,603380,易德龙,苏州易德龙科技股份有限公司
1118,603383,顶点软件,福建顶点软件股份有限公司
1119,603385,惠达卫浴,惠达卫浴股份有限公司
1120,603387,基蛋生物,基蛋生物科技股份有限公司
1121,603389,亚振家居,亚振家具股份有限公司
1122,603393,新天然气,新疆鑫泰天然气股份有限公司
1123,603398,邦宝益智,广东邦宝益智玩具股份有限公司
1124,603399,新华龙,锦州新华龙钼业股份有限公司
1125,603416,信捷电气,无锡信捷电气股份有限公司
1126,603421,鼎信通讯,青岛鼎信通讯股份有限公司
1127,603429,集友股份,安徽集友新材料股份有限公司
1128,603444,吉比特,厦门吉比特网络技术股份有限公司
1129,603456,九洲药业,浙江九洲药业股份有限公司
1130,603458,勘设股份,贵州省交通规划勘察设计研究院股份有限公司
1131,603488,展鹏科技,展鹏科技股份有限公司
1132,603496,恒为科技,恒为科技（上海）股份有限公司
1133,603501,韦尔股份,上海韦尔半导体股份有限公司
1134,603505,金石资源,金石资源集团股份有限公司
1135,603508,思维列控,河南思维自动化设备股份有限公司
1136,603515,欧普照明,欧普照明股份有限公司
1137,603517,绝味食品,绝味食品股份有限公司
1138,603518,维格娜丝,维格娜丝时装股份有限公司
1139,603519,立霸股份,江苏立霸实业股份有限公司
1140,603520,司太立,浙江司太立制药股份有限公司
1141,603528,多伦科技,南京多伦科技股份有限公司
1142,603535,嘉诚国际,广州市嘉诚国际物流股份有限公司
1143,603536,惠发股份,山东惠发食品股份有限公司
1144,603538,美诺华,宁波美诺华药业股份有限公司
1145,603555,贵人鸟,贵人鸟股份有限公司
1146,603556,海兴电力,杭州海兴电力科技股份有限公司
1147,603557,起步股份,起步股份有限公司
1148,603558,健盛集团,浙江健盛集团股份有限公司
1149,603559,中通国脉,中通国脉通信股份有限公司
1150,603566,普莱柯,普莱柯生物工程股份有限公司
1151,603567,珍宝岛,黑龙江珍宝岛药业股份有限公司
1152,603568,伟明环保,浙江伟明环保股份有限公司
1153,603569,长久物流,北京长久物流股份有限公司
1154,603577,汇金通,青岛汇金通电力设备股份有限公司
1155,603578,三星新材,浙江三星新材股份有限公司
1156,603579,荣泰健康,上海荣泰健康科技股份有限公司
1157,603580,艾艾精工,艾艾精密工业输送系统（上海）股份有限公司
1158,603585,苏利股份,江苏苏利精细化工股份有限公司
1159,603586,金麒麟,山东金麒麟股份有限公司
1160,603588,高能环境,北京高能时代环境技术股份有限公司
1161,603589,口子窖,安徽口子酒业股份有限公司
1162,603595,东尼电子,浙江东尼电子股份有限公司
1163,603598,引力传媒,引力传媒股份有限公司
1164,603599,广信股份,安徽广信农化股份有限公司
1165,603600,永艺股份,永艺家具股份有限公司
1166,603601,再升科技,重庆再升科技股份有限公司
1167,603602,纵横通信,杭州纵横通信股份有限公司
1168,603603,博天环境,博天环境集团股份有限公司
1169,603606,东方电缆,宁波东方电缆股份有限公司
1170,603609,禾丰牧业,辽宁禾丰牧业股份有限公司
1171,603611,诺力股份,诺力机械股份有限公司
1172,603612,索通发展,索通发展股份有限公司
1173,603615,茶花股份,茶花现代家居用品股份有限公司
1174,603616,韩建河山,北京韩建河山管业股份有限公司
1175,603617,君禾股份,君禾泵业股份有限公司
1176,603618,杭电股份,杭州电缆股份有限公司
1177,603619,中曼石油,中曼石油天然气集团股份有限公司
1178,603626,科森科技,昆山科森科技股份有限公司
1179,603628,清源股份,清源科技（厦门）股份有限公司
1180,603630,拉芳家化,拉芳家化股份有限公司
1181,603633,徕木电子,上海徕木电子股份有限公司
1182,603636,南威软件,南威软件股份有限公司
1183,603637,镇海股份,镇海石化工程股份有限公司
1184,603638,艾迪精密,烟台艾迪精密机械股份有限公司
1185,603639,海利尔,海利尔药业集团股份有限公司
1186,603656,泰禾光电,合肥泰禾光电科技股份有限公司
1187,603658,安图生物,郑州安图生物工程股份有限公司
1188,603660,苏州科达,苏州科达科技股份有限公司
1189,603663,三祥新材,三祥新材股份有限公司
1190,603665,康隆达,浙江康隆达特种防护科技股份有限公司
1191,603667,五洲新春,浙江五洲新春集团股份有限公司
1192,603668,天马科技,福建天马科技集团股份有限公司
1193,603669,灵康药业,灵康药业集团股份有限公司
1194,603676,卫信康,西藏卫信康医药股份有限公司
1195,603677,奇精机械,奇精机械股份有限公司
1196,603678,火炬电子,福建火炬电子科技股份有限公司
1197,603679,华体科技,四川华体照明科技股份有限公司
1198,603686,龙马环卫,福建龙马环卫装备股份有限公司
1199,603688,石英股份,江苏太平洋石英股份有限公司
1200,603689,皖天然气,安徽省天然气开发股份有限公司
1201,603690,至纯科技,上海至纯洁净系统科技股份有限公司
1202,603696,安记食品,安记食品股份有限公司
1203,603698,航天工程,航天长征化学工程股份有限公司
1204,603699,纽威股份,苏州纽威阀门股份有限公司
1205,603701,德宏股份,浙江德宏汽车电子电器股份有限公司
1206,603703,盛洋科技,浙江盛洋科技股份有限公司
1207,603707,健友股份,南京健友生化制药股份有限公司
1208,603708,家家悦,家家悦集团股份有限公司
1209,603716,塞力斯,武汉塞力斯医疗科技股份有限公司
1210,603717,天域生态,天域生态园林股份有限公司
1211,603718,海利生物,上海海利生物技术股份有限公司
1212,603721,中广天择,中广天择传媒股份有限公司
1213,603726,朗迪集团,浙江朗迪集团股份有限公司
1214,603727,博迈科,博迈科海洋工程股份有限公司
1215,603728,鸣志电器,上海鸣志电器股份有限公司
1216,603729,龙韵股份,上海龙韵广告传播股份有限公司
1217,603730,岱美股份,上海岱美汽车内饰件股份有限公司
1218,603737,三棵树,三棵树涂料股份有限公司
1219,603738,泰晶科技,湖北泰晶电子科技股份有限公司
1220,603757,大元泵业,浙江大元泵业股份有限公司
1221,603766,隆鑫通用,隆鑫通用动力股份有限公司
1222,603767,中马传动,浙江中马传动股份有限公司
1223,603768,常青股份,合肥常青机械股份有限公司
1224,603776,永安行,常州永安公共自行车系统股份有限公司
1225,603777,来伊份,上海来伊份股份有限公司
1226,603778,乾景园林,北京乾景园林股份有限公司
1227,603779,威龙股份,威龙葡萄酒股份有限公司
1228,603787,新日股份,江苏新日电动车股份有限公司
1229,603788,宁波高发,宁波高发汽车控制系统股份有限公司
1230,603789,星光农机,星光农机股份有限公司
1231,603797,联泰环保,广东联泰环保股份有限公司
1232,603798,康普顿,青岛康普顿科技股份有限公司
1233,603799,华友钴业,浙江华友钴业股份有限公司
1234,603800,道森股份,苏州道森钻采设备股份有限公司
1235,603801,志邦股份,志邦厨柜股份有限公司
1236,603806,福斯特,杭州福斯特光伏材料股份有限公司
1237,603808,歌力思,深圳歌力思服饰股份有限公司
1238,603811,诚意药业,浙江诚意药业股份有限公司
1239,603816,顾家家居,顾家家居股份有限公司
1240,603817,海峡环保,福建海峡环保集团股份有限公司
1241,603818,曲美家居,曲美家居集团股份有限公司
1242,603819,神力股份,常州神力电机股份有限公司
1243,603822,嘉澳环保,浙江嘉澳环保科技股份有限公司
1244,603823,百合花,百合花集团股份有限公司
1245,603825,华扬联众,华扬联众数字技术股份有限公司
1246,603826,坤彩科技,福建坤彩材料科技股份有限公司
1247,603828,柯利达,苏州柯利达装饰股份有限公司
1248,603833,欧派家居,欧派家居集团股份有限公司
1249,603838,四通股份,广东四通集团股份有限公司
1250,603839,安正时尚,安正时尚集团股份有限公司
1251,603843,正平股份,正平路桥建设股份有限公司
1252,603855,华荣股份,华荣科技股份有限公司
1253,603858,步长制药,山东步长制药股份有限公司
1254,603859,能科股份,能科节能技术股份有限公司
1255,603860,中公高科,中公高科养护科技股份有限公司
1256,603861,白云电器,广州白云电器设备股份有限公司
1257,603866,桃李面包,沈阳桃李面包股份有限公司
1258,603868,飞科电器,上海飞科电器股份有限公司
1259,603869,北部湾旅,北部湾旅游股份有限公司
1260,603877,太平鸟,宁波太平鸟时尚服饰股份有限公司
1261,603878,武进不锈,江苏武进不锈股份有限公司
1262,603879,永悦科技,永悦科技股份有限公司
1263,603880,南卫股份,江苏南方卫材医药股份有限公司
1264,603881,数据港,上海数据港股份有限公司
1265,603883,603883,老百姓大药房连锁股份有限公司
1266,603885,吉祥航空,上海吉祥航空股份有限公司
1267,603886,元祖股份,上海元祖梦果子股份有限公司
1268,603887,城地股份,上海城地建设股份有限公司
1269,603888,新华网,新华网股份有限公司
1270,603889,新澳股份,浙江新澳纺织股份有限公司
1271,603896,寿仙谷,浙江寿仙谷医药股份有限公司
1272,603898,好莱客,广州好莱客创意家居股份有限公司
1273,603899,晨光文具,上海晨光文具股份有限公司
1274,603900,通灵珠宝,通灵珠宝股份有限公司
1275,603901,永创智能,杭州永创智能设备股份有限公司
1276,603903,中持水务,中持水务股份有限公司
1277,603906,龙蟠科技,江苏龙蟠科技股份有限公司
1278,603908,牧高笛,牧高笛户外用品股份有限公司
1279,603909,合诚股份,合诚工程咨询集团股份有限公司
1280,603918,金桥信息,上海金桥信息股份有限公司
1281,603919,金徽酒,金徽酒股份有限公司
1282,603920,世运电路,广东世运电路科技股份有限公司
1283,603926,铁流股份,浙江铁流离合器股份有限公司
1284,603928,兴业股份,苏州兴业材料科技股份有限公司
1285,603929,亚翔集成,亚翔系统集成科技（苏州）股份有限公司
1286,603933,睿能科技,福建睿能科技股份有限公司
1287,603936,博敏电子,博敏电子股份有限公司
1288,603938,三孚股份,唐山三孚硅业股份有限公司
1289,603939,益丰药房,益丰大药房连锁股份有限公司
1290,603955,大千生态,大千生态景观股份有限公司
1291,603958,哈森股份,哈森商贸（中国）股份有限公司
1292,603959,百利科技,湖南百利工程科技股份有限公司
1293,603960,克来机电,上海克来机电自动化工程股份有限公司
1294,603966,法兰泰克,法兰泰克重工股份有限公司
1295,603968,醋化股份,南通醋酸化工股份有限公司
1296,603969,银龙股份,天津银龙预应力材料股份有限公司
1297,603977,国泰集团,江西国泰民爆集团股份有限公司
1298,603978,深圳新星,深圳市新星轻合金材料股份有限公司
1299,603979,金诚信,金诚信矿业管理股份有限公司
1300,603980,吉华集团,浙江吉华集团股份有限公司
1301,603985,恒润股份,江阴市恒润重工股份有限公司
1302,603986,兆易创新,北京兆易创新科技股份有限公司
1303,603987,康德莱,上海康德莱企业发展集团股份有限公司
1304,603988,中电电机,中电电机股份有限公司
1305,603989,艾华集团,湖南艾华集团股份有限公司
1306,603990,麦迪科技,苏州麦迪斯顿医疗科技股份有限公司
1307,603991,至正股份,上海至正道化高分子材料股份有限公司
1308,603993,洛阳钼业,洛阳栾川钼业集团股份有限公司
1309,603996,中新科技,中新科技集团股份有限公司
1310,603997,继峰股份,宁波继峰汽车零部件股份有限公司
1311,603998,方盛制药,湖南方盛制药股份有限公司
1312,603999,读者传媒,读者出版传媒股份有限公司
1313,900929,锦旅B股,上海锦江国际旅游股份有限公司
1314,900939,汇丽B,上海汇丽建材股份有限公司
1315,900948,伊泰B股,内蒙古伊泰煤炭股份有限公司
1316,900951,大化B股,大化集团大连化工股份有限公司
